index,price,condo_fee,bedrooms,bathrooms,vacancies,floor,construction_year,total_area_m2,price_per_area,street_address,street_number,neighborhood,zip_code,city,state,country,address,description,url,link,latitude,longitude,advertizer
1845,1000000,1395,3,1,1,0,1973.0,107,9345.794392523365,Rua Mourato Coelho,,Pinheiros,05417000,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417000, São Paulo, SP, BR",Apartamentos para alugar com 107m² em Pinheiros SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2597369764/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2597369764/"">Apartamentos para alugar com 107m² em Pinheiros SP</a>",,,Grenna Imóveis
1846,1100000,1500,3,3,0,15,-1.0,129,8527.131782945737,Rua Fradique Coutinho,,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416000, São Paulo, SP, BR",Apartamento em Pinheiros!,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655873372/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2655873372/"">Apartamento em Pinheiros!</a>",,,Tufi Imóveis
1847,1200000,2663,3,2,2,2,-1.0,100,12000.0,Rua João Moura,,Pinheiros,05412004,São Paulo,SP,BR,"Rua João Moura , Pinheiros, 05412004, São Paulo, SP, BR",Apartamento com 3 quartos à venda em Pinheiros - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2555947968/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2555947968/"">Apartamento com 3 quartos à venda em Pinheiros - SP</a>",,,LOPES Morumbi
1848,1060000,1400,3,2,1,0,1968.0,148,7162.1621621621625,Avenida Rebouças,1164,Pinheiros,05402000,São Paulo,SP,BR,"Avenida Rebouças 1164, Pinheiros, 05402000, São Paulo, SP, BR",APARTAMENTO GARDEN PINHEIROS 03 DORMITÓRIOS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2655788303/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-148m2-id-2655788303/"">APARTAMENTO GARDEN PINHEIROS 03 DORMITÓRIOS</a>",-23.560704,-46.67309,ZIMMERMANN IMÓVEIS
1849,1150000,1071,3,2,0,4,1956.0,102,11274.509803921568,Rua Henrique Schaumann,212,Jardim Paulista,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann 212, Jardim Paulista, 05413010, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 102 m², 3 quartos, 1 suíte",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-102m2-id-2657093363/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-102m2-id-2657093363/"">Apartamento à venda em Pinheiros com 102 m², 3 quartos, 1 suíte</a>",-23.562563,-46.678781,RI Negócios Imobiliários
1850,890000,2620,3,3,1,3,1981.0,109,8165.137614678899,Rua Artur de Azevedo,,Pinheiros,05404003,São Paulo,SP,BR,"Rua Artur de Azevedo , Pinheiros, 05404003, São Paulo, SP, BR",Apartamento com 3 quartos à venda em Pinheiros - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2580751358/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2580751358/"">Apartamento com 3 quartos à venda em Pinheiros - SP</a>",,,Lopes Prime - Moema
1851,945000,0,3,2,1,0,-1.0,117,8076.923076923077,Rua Fradique Coutinho,,Pinheiros,05416010,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416010, São Paulo, SP, BR","APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656931040/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656931040/"">APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros</a>",,,K2 Imóveis
1852,805000,2200,3,2,1,0,-1.0,115,7000.0,Rua Alves Guimarães,55,Jardim América,05410000,São Paulo,SP,BR,"Rua Alves Guimarães 55, Jardim América, 05410000, São Paulo, SP, BR",Apartamento para venda tem 115 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-jardim-america-zona-sul-sao-paulo-sp-115m2-id-2535248483/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-jardim-america-zona-sul-sao-paulo-sp-115m2-id-2535248483/"">Apartamento para venda tem 115 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.561448,-46.674434,Studio House Negócios Imobiliários
1853,900000,1400,3,2,1,0,-1.0,108,8333.333333333334,Rua Teodoro Sampaio,,Pinheiros,05405050,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05405050, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 3 Quartos, 108 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2654664856/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-108m2-id-2654664856/"">Apartamento à Venda - Pinheiros, 3 Quartos, 108 m2</a>",,,QuintoAndar Vendas
1854,1150000,0,3,2,1,0,-1.0,103,11165.04854368932,Rua Henrique Monteiro,167,Pinheiros,05423020,São Paulo,SP,BR,"Rua Henrique Monteiro 167, Pinheiros, 05423020, São Paulo, SP, BR",PHM 167 Apto 601181004-16,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2657009678/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2657009678/"">PHM 167 Apto 601181004-16</a>",-23.569848,-46.690059,Estrela dos Imóveis
1855,1150000,0,3,2,1,0,-1.0,103,11165.04854368932,Rua Henrique Monteiro,167,Pinheiros,05423020,São Paulo,SP,BR,"Rua Henrique Monteiro 167, Pinheiros, 05423020, São Paulo, SP, BR",PHM 167 Apto 601181004-16,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2656574146/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-103m2-id-2656574146/"">PHM 167 Apto 601181004-16</a>",-23.569848,-46.690059,Renato Calicchio
1856,945000,0,3,2,1,0,-1.0,117,8076.923076923077,Rua Fradique Coutinho,,Pinheiros,05416010,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416010, São Paulo, SP, BR",PFC 484 Apto 601251021-142,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656748048/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656748048/"">PFC 484 Apto 601251021-142</a>",,,JN Oliveira Imóveis
1857,900000,1086,3,2,1,0,-1.0,109,8256.880733944954,Rua Teodoro Sampaio,,Pinheiros,05405050,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05405050, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 3 Quartos, 109 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2553030300/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-109m2-id-2553030300/"">Apartamento à Venda - Pinheiros, 3 Quartos, 109 m2</a>",,,QuintoAndar Vendas
1858,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda Pinheiros 111 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656916041/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656916041/"">Apartamento Venda Pinheiros 111 m² 3 Dormitórios</a>",-23.564411,-46.689832,OHI Imóveis
1859,1149980,1930,3,3,1,0,-1.0,111,10360.18018018018,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656920352/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656920352/"">Venda Apartamento 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,OHI Imóveis
1860,1149980,1930,3,3,1,0,-1.0,111,10360.18018018018,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657010732/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657010732/"">Apartamento Venda 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,OH Imoveis
1861,1149980,1930,3,3,1,0,-1.0,111,10360.18018018018,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda Pinheiros 111 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657021962/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657021962/"">Apartamento Venda Pinheiros 111 m² 3 Dormitórios</a>",-23.564411,-46.689832,Olímpia House
1862,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656954757/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656954757/"">Apartamento Venda 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,OH Imoveis
1863,1149980,1930,3,3,1,0,-1.0,111,10360.18018018018,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda Pinheiros 111 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656954795/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656954795/"">Apartamento Venda Pinheiros 111 m² 3 Dormitórios</a>",-23.564411,-46.689832,Ohi Imóveis
1864,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656949661/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656949661/"">Venda Apartamento 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,Olimpia House
1865,1149980,1930,3,3,1,0,-1.0,111,10360.18018018018,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda Pinheiros 111 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656955866/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656955866/"">Apartamento Venda Pinheiros 111 m² 3 Dormitórios</a>",-23.564411,-46.689832,Olimpia House
1866,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Apartamento Venda 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657016241/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657016241/"">Apartamento Venda 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,Olimpia House
1867,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657023764/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2657023764/"">Venda Apartamento 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,Olimpia House
1868,1075000,1200,3,2,1,7,1972.0,100,10750.0,,,Pinheiros,05413011,São Paulo,SP,BR," , Pinheiros, 05413011, São Paulo, SP, BR","Apartamento à venda em Vila Madalena com 100 m², 3 quartos, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2656463604/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2656463604/"">Apartamento à venda em Vila Madalena com 100 m², 3 quartos, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
1869,750000,1255,2,1,0,0,-1.0,105,7142.857142857143,Rua Artur de Azevedo,,Pinheiros,05404015,São Paulo,SP,BR,"Rua Artur de Azevedo , Pinheiros, 05404015, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2574612372/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2574612372/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
1870,905000,2195,3,3,1,0,-1.0,115,7869.565217391304,Rua Alves Guimarães,,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães , Pinheiros, 05410000, São Paulo, SP, BR",Apartamento no Condomínio Márcia em Pinheiros com 115m2 3 dormitórios 3 banheiros 1 vaga de garagem,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2624007470/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2624007470/"">Apartamento no Condomínio Márcia em Pinheiros com 115m2 3 dormitórios 3 banheiros 1 vaga de garagem</a>",,,RI Select
1871,1080000,1931,3,2,2,16,2023.0,114,9473.684210526315,Rua Teodoro Sampaio,1424,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio 1424, Pinheiros, 05406100, São Paulo, SP, BR",Apartamento Pinheiros lazer de clube 02 vagas 114 m2 úteis,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2591228306/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-114m2-id-2591228306/"">Apartamento Pinheiros lazer de clube 02 vagas 114 m2 úteis</a>",-23.56082,-46.68361,SAMUEL CARVALHO IMOVEIS
1872,1150000,1600,3,2,1,0,-1.0,102,11274.509803921568,,,Pinheiros,05423020,São Paulo,SP,BR," , Pinheiros, 05423020, São Paulo, SP, BR",Apartamento com 3 Dormitorio(s) localizado(a) no bairro Pinheiros em São Paulo / Ref.:OR4217165338,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2626539687/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2626539687/"">Apartamento com 3 Dormitorio(s) localizado(a) no bairro Pinheiros em São Paulo / Ref.:OR4217165338</a>",,,Zampier Negócios Imobiliários
1873,1200000,1696,3,3,1,2,1976.0,117,10256.410256410256,Rua Henrique Monteiro,,Pinheiros,05423020,São Paulo,SP,BR,"Rua Henrique Monteiro , Pinheiros, 05423020, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 117 m², 3 quartos, 1 suíte, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656462667/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-117m2-id-2656462667/"">Apartamento à venda em Pinheiros com 117 m², 3 quartos, 1 suíte, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
1874,1050000,1500,3,2,1,0,-1.0,129,8139.53488372093,,,Pinheiros,05416000,São Paulo,SP,BR," , Pinheiros, 05416000, São Paulo, SP, BR",SÃO PAULO - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656912419/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656912419/"">SÃO PAULO - Apartamento Padrão - PINHEIROS</a>",,,MBaroni Prime
1875,1150000,1330,2,2,1,7,1978.0,100,11500.0,Rua Artur de Azevedo,,Pinheiros,05404012,São Paulo,SP,BR,"Rua Artur de Azevedo , Pinheiros, 05404012, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 100 m², 2 quartos, 1 suíte, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2655992074/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2655992074/"">Apartamento à venda em Pinheiros com 100 m², 2 quartos, 1 suíte, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
1876,1200000,2144,3,1,1,0,-1.0,110,10909.09090909091,,,Pinheiros,05409011,São Paulo,SP,BR," , Pinheiros, 05409011, São Paulo, SP, BR",Excelente localização próximo HC,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2639455028/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2639455028/"">Excelente localização próximo HC</a>",,,LOPES ELITE
1877,1200000,850,3,3,1,0,1964.0,143,8391.608391608392,Rua Capote Valente,,Jardim Paulista,05409000,São Paulo,SP,BR,"Rua Capote Valente , Jardim Paulista, 05409000, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 143 m², 3 quartos, 1 suíte, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-143m2-id-2656460587/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-143m2-id-2656460587/"">Apartamento à venda em Pinheiros com 143 m², 3 quartos, 1 suíte, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
1878,700000,2900,3,3,1,0,-1.0,120,5833.333333333333,Rua Alves Guimarães,,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães , Pinheiros, 05410001, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2580697036/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2580697036/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1879,805000,2200,3,2,1,0,-1.0,115,7000.0,Rua Alves Guimarães,55,Jardim América,05410000,São Paulo,SP,BR,"Rua Alves Guimarães 55, Jardim América, 05410000, São Paulo, SP, BR",Apartamento para venda com 115 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-jardim-america-zona-sul-sao-paulo-sp-115m2-id-2535246498/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-jardim-america-zona-sul-sao-paulo-sp-115m2-id-2535246498/"">Apartamento para venda com 115 metros quadrados com 3 quartos em Pinheiros - São Paulo - SP</a>",-23.561378,-46.674302,Neusa Corretora de Imóveis
1880,1200000,2144,3,1,1,0,-1.0,110,10909.09090909091,,,Pinheiros,05409011,São Paulo,SP,BR," , Pinheiros, 05409011, São Paulo, SP, BR",Excelente localização próximo HC,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2639755094/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2639755094/"">Excelente localização próximo HC</a>",,,LOPES PRIME
