;price;condo_fee;bedrooms;bathrooms;vacancies;floor;construction_year;total_area_m2;price_per_area;street_address;street_number;address;description;url;link;latitude;longitude;advertizer
9595;720000;875;3;1;1;0;-1.0;140;5142.857142857143;Rua Cubatão;394;Rua Cubatão 394, Vila Mariana, 04013001, São Paulo, SP, BR;Apartamento, Vila Mariana - São Paulo;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-140m2-id-2591506435/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-140m2-id-2591506435/"">Apartamento, Vila Mariana - São Paulo</a>";-23.575534;-46.643949;Imobili Imóveis
9597;990000;0;3;2;1;0;-1.0;160;6187.5;Rua Augusto de Freitas;82;Rua Augusto de Freitas 82, Vila Mariana, 04012130, São Paulo, SP, BR;Casa à venda na Vila Mariana com 160m² 3 dormitórios 1 suíte 2 banheiros 1 vaga;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2646256830/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2646256830/"">Casa à venda na Vila Mariana com 160m² 3 dormitórios 1 suíte 2 banheiros 1 vaga</a>";-23.582563;-46.644812;RI IMOB DIGITAL
9606;753000;723;2;1;0;0;-1.0;120;6275.0;Rua Afonso Celso;;Rua Afonso Celso , Vila Mariana, 04119060, São Paulo, SP, BR;Apartamento à Venda - Vila Mariana, 2 Quartos, 120 m2;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-120m2-id-2654121988/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-120m2-id-2654121988/"">Apartamento à Venda - Vila Mariana, 2 Quartos, 120 m2</a>";;;QuintoAndar Vendas
9610;890000;0;3;3;1;0;-1.0;200;4450.0;;; , Vila Mariana, 04112070, São Paulo, SP, BR;SOBRADO 03 DORMITORIOS VENDE VILA MARIANA COM 200 M² (11) 9.5778.1936;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2547570987/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2547570987/"">SOBRADO 03 DORMITORIOS VENDE VILA MARIANA COM 200 M² (11) 9.5778.1936</a>";;;TECNOZIL IMÓVEIS
9611;630000;0;2;2;0;3;-1.0;100;6300.0;Rua Marselhesa;;Rua Marselhesa , Vila Clementino, 04020060, São Paulo, SP, BR;SOBRADO - VILA CLEMENTINO - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-clementino-zona-sul-sao-paulo-sp-100m2-id-2642061442/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-clementino-zona-sul-sao-paulo-sp-100m2-id-2642061442/"">SOBRADO - VILA CLEMENTINO - SP</a>";;;PAULO ROBERTO LEARDI - PERDIZES
9617;1100000;0;3;4;2;0;1979.0;177;6214.689265536723;Rua Colônia da Glória;;Rua Colônia da Glória , Vila Mariana, 04113000, São Paulo, SP, BR;Venda Casa| Vila Mariana| Garagem| Ar condicionado | Valor de venda R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-177m2-id-2642110121/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-177m2-id-2642110121/"">Venda Casa| Vila Mariana| Garagem| Ar condicionado | Valor de venda R$ 1.100.000</a>";;;IMOBILIÁRIA NOVA SÃO PAULO
9624;750000;0;3;2;1;0;1987.0;180;4166.666666666667;Rua Eça de Queiroz;;Rua Eça de Queiroz , Vila Mariana, 04011033, São Paulo, SP, BR;Sobrado à venda, 180 m² por R$ 750.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavanderia-coletiva-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2599716569/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavanderia-coletiva-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2599716569/"">Sobrado à venda, 180 m² por R$ 750.000,00 - Vila Mariana - São Paulo/SP</a>";;;VGV ASSESSORIA EM ADMINISTRAÇÃO DE BENS
9628;1200000;0;3;3;2;0;2023.0;256;4687.5;;; , Vila Mariana, 04128000, São Paulo, SP, BR;Casa à venda, 3 quartos, 1 suíte, 2 vagas, Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-256m2-id-2635054955/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-256m2-id-2635054955/"">Casa à venda, 3 quartos, 1 suíte, 2 vagas, Vila Mariana - São Paulo/SP</a>";;;E7 IMÓVEIS
9635;890000;0;5;6;4;0;-1.0;266;3345.8646616541355;Rua Brás Lourenço;;Rua Brás Lourenço , Vila Mariana, 04113110, São Paulo, SP, BR;Excelente Sobrado Mais Galpão, 5 Dorm, Sendo 4 Banh, 4Vagas, 266m;https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-armario-de-cozinha-vila-mariana-zona-sul-sao-paulo-sp-266m2-id-2605413882/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-armario-de-cozinha-vila-mariana-zona-sul-sao-paulo-sp-266m2-id-2605413882/"">Excelente Sobrado Mais Galpão, 5 Dorm, Sendo 4 Banh, 4Vagas, 266m</a>";;;Geplan assessoria imobiliária Ltda.
9638;850000;0;3;3;1;0;1954.0;199;4271.356783919598;Rua Dona Inácia Uchôa;;Rua Dona Inácia Uchôa , Vila Mariana, 04110020, São Paulo, SP, BR;Vila Mariana/Caixa D'água/ Igreja Santa Rita;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-199m2-id-2632878201/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-199m2-id-2632878201/"">Vila Mariana/Caixa D'água/ Igreja Santa Rita</a>";;;Klabin Imóveis
9640;1129000;0;3;3;2;0;1985.0;230;4908.695652173913;Rua Itapema;;Rua Itapema , Vila Mariana, 04128020, São Paulo, SP, BR;Sobrado 230m²,Planejado,Impecável, Quintal, 3 Dts,3 vagas! 1.300m, 15 min a pé Metrô Sta Cruz;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-230m2-id-2627183628/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-230m2-id-2627183628/"">Sobrado 230m²,Planejado,Impecável, Quintal, 3 Dts,3 vagas! 1.300m, 15 min a pé Metrô Sta Cruz</a>";;;IMOBILIÁRIA NOVA SÃO PAULO
9642;1200000;0;2;2;1;0;-1.0;200;6000.0;Rua Coronel Luís Alves;;Rua Coronel Luís Alves , Vila Mariana, 04119030, São Paulo, SP, BR;Casa à Venda - Vila Mariana, 2 Quartos, 200 m2;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2644102330/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2644102330/"">Casa à Venda - Vila Mariana, 2 Quartos, 200 m2</a>";;;QuintoAndar Vendas
9643;1200000;2495;3;3;3;0;1994.0;218;5504.587155963302;Rua Doutor Tirso Martins;200;Rua Doutor Tirso Martins 200, Vila Mariana, 04120050, São Paulo, SP, BR;Cobertura com 218m2, a venda na Vila Mariana-SP.;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-218m2-id-2617616815/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-218m2-id-2617616815/"">Cobertura com 218m2, a venda na Vila Mariana-SP.</a>";-23.595763;-46.634902;Silva Ramos Imóveis
9644;950000;2230;3;4;2;0;1988.0;149;6375.838926174497;Rua Colônia da Glória;;Rua Colônia da Glória , Vila Mariana, 04113001, São Paulo, SP, BR;São Paulo - Apartamento Padrão - VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2595145459/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2595145459/"">São Paulo - Apartamento Padrão - VILA MARIANA</a>";;;Lopes Condovel Vila Mariana
9647;810000;0;2;1;0;0;1954.0;175;4628.571428571428;;; , Vila Mariana, 04106001, São Paulo, SP, BR;SAO PAULO - Casa Padrão - VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-175m2-id-2578537914/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-175m2-id-2578537914/"">SAO PAULO - Casa Padrão - VILA MARIANA</a>";;;MARC NEGÓCIOS IMOBILIÁRIOS
9650;620000;0;2;1;0;0;-1.0;100;6200.0;Rua Marselhesa;;Rua Marselhesa , Vila Mariana, 04020060, São Paulo, SP, BR;INF. LIVING P/ 2 AMBS HD B/BOX COZ AS. SUP. 2 DTS + B/BOX.;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2534166482/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2534166482/"">INF. LIVING P/ 2 AMBS HD B/BOX COZ AS. SUP. 2 DTS + B/BOX.</a>";;;MMG IMOVEIS LTDA
9652;800000;0;2;2;1;1;1990.0;145;5517.241379310345;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Sobrado à venda 2 quartos 1 suíte 1 vaga Vila Mariana - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-varanda-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2605737475/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-varanda-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2605737475/"">Sobrado à venda 2 quartos 1 suíte 1 vaga Vila Mariana - São Paulo - SP</a>";;;Guaíra Negócios Imobiliários - 21699-J-SP
9659;890000;0;2;2;2;0;-1.0;202;4405.940594059406;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Casa à Venda - Vila Mariana, 2 Quartos, 202 m2;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-202m2-id-2643330157/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-202m2-id-2643330157/"">Casa à Venda - Vila Mariana, 2 Quartos, 202 m2</a>";;;QuintoAndar Vendas
9664;999000;0;2;3;1;0;1949.0;165;6054.545454545455;Rua Vergueiro;;Rua Vergueiro , Vila Mariana, 04102001, São Paulo, SP, BR;Sobrado residencial e comercial à venda, 2 dormitórios, 3 salas, 1 vaga, 165m², Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-165m2-id-2605097244/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-165m2-id-2605097244/"">Sobrado residencial e comercial à venda, 2 dormitórios, 3 salas, 1 vaga, 165m², Vila Mariana</a>";;;SP House Imobiliária e Administradora - LTDA
9669;1200000;0;3;3;1;0;1980.0;240;5000.0;Rua Caravelas;487;Rua Caravelas 487, Vila Mariana, 04012060, São Paulo, SP, BR;Casa com 3 dormitórios à venda, 240 m² por R$ 1.200.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2639575311/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-240m2-id-2639575311/"">Casa com 3 dormitórios à venda, 240 m² por R$ 1.200.000,00 - Vila Mariana - São Paulo/SP</a>";-23.583719;-46.650963;CENTURY 21 Ello
9676;850000;0;5;4;2;0;-1.0;205;4146.341463414634;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113040, São Paulo, SP, BR;Casa com 5 dormitórios à venda, 205 m² por R$ 850.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-205m2-id-2567797122/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-205m2-id-2567797122/"">Casa com 5 dormitórios à venda, 205 m² por R$ 850.000,00 - Vila Mariana - São Paulo/SP</a>";;;Digiway Imóveis e Administração Ltda - ME
9678;690000;1080;3;2;1;0;1968.0;134;5149.253731343284;Rua Paula Ney;380;Rua Paula Ney 380, Vila Mariana, 04107021, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 134m² - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-134m2-id-2625952553/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-134m2-id-2625952553/"">Apartamento com 3 dormitórios à venda, 134m² - Vila Mariana - São Paulo/SP</a>";-23.578801;-46.635333;KOYAMA IMOVEIS
9680;1200000;0;3;3;2;0;-1.0;210;5714.285714285715;Rua José Vicente de Azevedo;322;Rua José Vicente de Azevedo 322, Vila Mariana, 04139030, São Paulo, SP, BR;Casa Residencial à venda, Vila Mariana, São Paulo - .;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-210m2-id-2587211575/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-210m2-id-2587211575/"">Casa Residencial à venda, Vila Mariana, São Paulo - .</a>";-23.606523;-46.632444;Adimari Imóveis
9684;1130000;0;5;4;2;0;-1.0;200;5650.0;Rua Itapema;;Rua Itapema , Vila Mariana, 04128020, São Paulo, SP, BR;Casa à Venda - Vila Mariana, 5 Quartos, 200 m2;https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2545307793/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2545307793/"">Casa à Venda - Vila Mariana, 5 Quartos, 200 m2</a>";;;QuintoAndar Vendas
9685;630000;0;2;2;0;1;-1.0;100;6300.0;Rua Marselhesa;;Rua Marselhesa , Vila Clementino, 04020060, São Paulo, SP, BR;SOBRADO - VILA CLEMENTINO - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-clementino-zona-sul-sao-paulo-sp-100m2-id-2642636943/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-clementino-zona-sul-sao-paulo-sp-100m2-id-2642636943/"">SOBRADO - VILA CLEMENTINO - SP</a>";;;Paulo Roberto Leardi
9688;845000;0;2;1;1;0;-1.0;152;5559.210526315789;Rua Francisco Cruz;100;Rua Francisco Cruz 100, Ipiranga, 04117091, São Paulo, SP, BR;Sobrado 2 Quartos à venda, Ipiranga - São Paulo;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-ipiranga-zona-sul-sao-paulo-sp-152m2-id-2633354031/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-ipiranga-zona-sul-sao-paulo-sp-152m2-id-2633354031/"">Sobrado 2 Quartos à venda, Ipiranga - São Paulo</a>";-23.590918;-46.634101;VANI CASA IMÓVEIS
9700;630000;0;2;2;0;0;1937.0;100;6300.0;Rua Marselhesa;;Rua Marselhesa , Vila Mariana, 04020060, São Paulo, SP, BR;Sobrado com 100 metros localizado na Vila Mariana em São Paulo.;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2527483287/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2527483287/"">Sobrado com 100 metros localizado na Vila Mariana em São Paulo.</a>";;;Guaíra Negócios Imobiliários - 21699-J-SP
9703;750000;0;3;1;1;0;-1.0;130;5769.2307692307695;Rua Eça de Queiroz;571;Rua Eça de Queiroz 571, Vila Mariana, 04011032, São Paulo, SP, BR;CASA 130M² COM EDÍCULA, 3 DORMS 1 VAGA VL. MARIANA;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2584594072/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2584594072/"">CASA 130M² COM EDÍCULA, 3 DORMS 1 VAGA VL. MARIANA</a>";-23.580166;-46.64629;ETIC IMÓVEIS
9706;790000;0;3;1;1;0;2023.0;130;6076.923076923077;Rua Eça de Queiroz;;Rua Eça de Queiroz , Vila Mariana, 04011032, São Paulo, SP, BR;Sobrado à venda no bairro Vila Mariana São Paulo;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2631868456/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2631868456/"">Sobrado à venda no bairro Vila Mariana São Paulo</a>";;;City Brokers Imóveis
9708;990000;0;3;4;2;0;-1.0;265;3735.8490566037735;Rua Manuel de Morais;719;Rua Manuel de Morais 719, Vila Mariana, 04126070, São Paulo, SP, BR;Casa com 3 dormitórios à venda, 265 m² por R$ 1.250.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-265m2-id-2571728965/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-265m2-id-2571728965/"">Casa com 3 dormitórios à venda, 265 m² por R$ 1.250.000,00 - Vila Mariana - São Paulo/SP</a>";-23.598236;-46.626146;SALES IMOVEIS LTDA
9710;790000;0;3;1;1;0;2023.0;130;6076.923076923077;;; , Vila Mariana, 04011032, São Paulo, SP, BR;Sobrado com 03 Quartos e 01 vaga - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2627415954/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2627415954/"">Sobrado com 03 Quartos e 01 vaga - Vila Mariana</a>";;;Icasaa Imóveis e Incorporadora
9711;745000;1155;3;2;0;4;1960.0;138;5398.550724637681;Rua Paula Ney;;Rua Paula Ney , Vila Mariana, 04107021, São Paulo, SP, BR;Apartamento à venda em Aclimação com 138 m², 3 quartos, 1 suíte;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-138m2-id-2654162332/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-138m2-id-2654162332/"">Apartamento à venda em Aclimação com 138 m², 3 quartos, 1 suíte</a>";;;RI Negócios Imobiliários
9723;750000;0;3;1;1;0;-1.0;130;5769.2307692307695;Rua Eça de Queiróz;;Rua Eça de Queiróz , Vila Mariana, 04011050, São Paulo, SP, BR;Casa Sobrado em Vila Mariana - São Paulo;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2612179381/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2612179381/"">Casa Sobrado em Vila Mariana - São Paulo</a>";;;Gramundi Negócios Imobiliários
9725;750000;0;3;2;1;0;-1.0;130;5769.2307692307695;Rua Eça de Queiroz;;Rua Eça de Queiroz , Vila Mariana, 04011032, São Paulo, SP, BR;SOBRADO COM 130M² PARA VENDA NO PARAÍSO.;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2573641900/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2573641900/"">SOBRADO COM 130M² PARA VENDA NO PARAÍSO.</a>";;;GOHARA ASSESSORIA E NEGÓCIOS IMOBILIÁRIOS LTDA
9728;750000;0;2;3;1;0;2023.0;175;4285.714285714285;;; , Vila Mariana, 04113040, São Paulo, SP, BR;Sobrado à venda, 2 quartos, 1 vaga, Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-175m2-id-2635051815/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-175m2-id-2635051815/"">Sobrado à venda, 2 quartos, 1 vaga, Vila Mariana - São Paulo/SP</a>";;;E7 IMÓVEIS
9737;950000;2230;3;4;2;0;1988.0;149;6375.838926174497;;; , Vila Mariana, 04113001, São Paulo, SP, BR;São Paulo - Apartamento Padrão - VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2593452285/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2593452285/"">São Paulo - Apartamento Padrão - VILA MARIANA</a>";;;LOPES ELITE
9744;1200000;0;3;5;2;0;2023.0;196;6122.448979591837;;; , Vila Mariana, 04118080, São Paulo, SP, BR;Casa à venda, 3 quartos, 3 suítes, 2 vagas, Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-196m2-id-2635055489/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-196m2-id-2635055489/"">Casa à venda, 3 quartos, 3 suítes, 2 vagas, Vila Mariana - São Paulo/SP</a>";;;E7 IMÓVEIS
9752;1100000;2300;3;3;2;0;1980.0;173;6358.381502890174;;; , Vila Mariana, 04105063, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 173 m² por R$ 1.100.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-173m2-id-2595247508/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-173m2-id-2595247508/"">Apartamento com 3 dormitórios à venda, 173 m² por R$ 1.100.000,00 - Vila Mariana - São Paulo/SP</a>";;;Novo Parque Imóveis
9753;950000;2230;3;4;2;6;1988.0;149;6375.838926174497;Rua Colônia da Glória;;Rua Colônia da Glória , Vila Mariana, 04113001, São Paulo, SP, BR;Apartamento com 3 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2647025411/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-149m2-id-2647025411/"">Apartamento com 3 quartos à venda em Vila Mariana - SP</a>";;;Lopes Prime - Moema
9755;1000000;490;2;1;0;0;-1.0;179;5586.592178770949;Rua Humberto I;;Rua Humberto I , Vila Mariana, 04018030, São Paulo, SP, BR;Apartamento à Venda - Vila Mariana, 2 Quartos, 179 m2;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-179m2-id-2642801153/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-179m2-id-2642801153/"">Apartamento à Venda - Vila Mariana, 2 Quartos, 179 m2</a>";;;QuintoAndar Vendas
